properties.ObjectId,properties.StopID,properties.PID,properties.resultOfStop,properties.resultOfStopcode,properties.resultOfStopcodeText
22012,23879,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
22013,23880,1,Noncriminal transport or caretaking transport,NULL,NULL
22014,23880,1,Field interview card completed,NULL,NULL
22015,23834,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
22016,23722,1,No Action,NULL,NULL
22017,23758,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
22018,24004,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
22019,23960,1,Citation for infraction,54016,5902(A) VC - FAIL NOTE DMV:OWN TRANSFR (I) 54016
22020,23880,1,Psychiatric hold,NULL,NULL
22021,23881,1,Citation for infraction,54480,38335 VC - HEADLAMP VIOLATION (I) 54480
22022,23881,2,No Action,NULL,NULL
22023,23882,1,Citation for infraction,54102,16025(A) VC - NO EVID:ID/INS/ETC:ACCDNT (I) 54102
22024,23882,1,Citation for infraction,54083,14601.1(A) VC - DRIVE:LIC SUSPENDED/ETC (M) 54083
22025,23883,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22026,23884,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22027,23885,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22028,23886,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
22029,23886,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22030,23886,1,In-field cite and release,54107,12500(A) VC - DRIVE W/O LICENSE (M) 54107
22031,23887,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22032,23888,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22033,23889,1,Citation for infraction,54153,21453(D) VC - PED AGAINST RED LIGHT/ETC (I) 54153
22034,23890,1,Citation for infraction,54520,21235(B) VC - OPR MOTOR SCOOTR:HWY:VIOL (I) 54520
22035,23891,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22036,23892,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22037,23893,1,Warning (verbal or written),65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002
22038,23894,1,Warning (verbal or written),36018,314.1 PC - INDECENT EXPOSURE (M) 36018
22039,23895,1,Warning (verbal or written),54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
22040,23896,1,Citation for infraction,54592,21208(A) VC - FAIL TO RIDE IN BIKE LANE (I) 54592
22041,23897,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
22042,23898,1,Citation for infraction,54159,21456(B) VC - PED AGAINST NO WALK SIGN (I) 54159
22043,23899,1,Citation for infraction,54159,21456(B) VC - PED AGAINST NO WALK SIGN (I) 54159
22044,23900,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
22045,23901,1,Citation for infraction,54398,21950(A) VC - FAIL YIELD TO PED:XWALKS (I) 54398
22046,23902,1,No Action,NULL,NULL
22047,23902,2,No Action,NULL,NULL
22048,23903,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
22049,23904,1,Warning (verbal or written),32022,602 PC - TRESPASSING (M) 32022
22050,23905,1,Warning (verbal or written),54115,22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115
22051,23906,1,Noncriminal transport or caretaking transport,NULL,NULL
22052,23907,1,Citation for infraction,54159,21456(B) VC - PED AGAINST NO WALK SIGN (I) 54159
22053,23908,1,Citation for infraction,54159,21456(B) VC - PED AGAINST NO WALK SIGN (I) 54159
22054,23909,1,Citation for infraction,54159,21456(B) VC - PED AGAINST NO WALK SIGN (I) 54159
22055,23910,1,Citation for infraction,54445,21651(A) VC - DIV HWY:CROSS/U TURN VIOL (I) 54445
22056,23911,1,Citation for infraction,54153,21453(D) VC - PED AGAINST RED LIGHT/ETC (I) 54153
22057,23791,1,Warning (verbal or written),54614,26708(A)(2) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54614
22058,23835,1,Citation for infraction,54011,27315 VC - SEATBELT VIOLATION (I) 54011
22059,23723,1,Warning (verbal or written),65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
22060,23961,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
22061,23912,1,Citation for infraction,54159,21456(B) VC - PED AGAINST NO WALK SIGN (I) 54159
22062,23759,1,In-field cite and release,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
22063,24005,1,Warning (verbal or written),54099,4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099
22064,23836,1,In-field cite and release,35423,11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423
22065,23724,1,Citation for infraction,54115,22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115
22066,23961,1,Warning (verbal or written),54338,4464 VC - DISPLAY ALTERED LIC PLATE (I) 54338
22067,23962,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
22068,23963,1,Citation for infraction,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146
22069,23964,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22070,23965,1,Warning (verbal or written),53130,415(2) PC - LOUD/UNREASONABLE NOISE (I) 53130
22071,23965,2,Warning (verbal or written),53130,415(2) PC - LOUD/UNREASONABLE NOISE (I) 53130
22072,23966,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
22073,23967,1,Warning (verbal or written),54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22074,23968,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22075,23969,1,Citation for infraction,54166,27360(A) VC - UNRSTRAINED TOT:PARNT:VEH (I) 54166
22076,23970,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22077,23971,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
22078,23972,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22079,23973,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22080,23974,1,Citation for infraction,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
22081,23975,1,Citation for infraction,54153,21453(D) VC - PED AGAINST RED LIGHT/ETC (I) 54153
22082,23976,1,Citation for infraction,54153,21453(D) VC - PED AGAINST RED LIGHT/ETC (I) 54153
22083,23977,1,Citation for infraction,54153,21453(D) VC - PED AGAINST RED LIGHT/ETC (I) 54153
22084,23978,1,Citation for infraction,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146
22085,23979,1,In-field cite and release,54083,14601.1(A) VC - DRIVE:LIC SUSPENDED/ETC (M) 54083
22086,23980,1,No Action,NULL,NULL
22087,23981,1,No Action,NULL,NULL
22088,23982,1,No Action,NULL,NULL
22089,23983,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22090,23984,1,No Action,NULL,NULL
22091,23985,1,In-field cite and release,32022,602 PC - TRESPASSING (M) 32022
22092,23985,2,In-field cite and release,32022,602 PC - TRESPASSING (M) 32022
22093,23986,1,Warning (verbal or written),54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
22094,23987,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22095,23988,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
22096,23989,1,Citation for infraction,54011,27315 VC - SEATBELT VIOLATION (I) 54011
22097,23990,1,Warning (verbal or written),35423,11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423
22098,23991,1,Warning (verbal or written),54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
22099,23992,1,Warning (verbal or written),54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
22100,23993,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
22101,23994,1,No Action,NULL,NULL
22102,23995,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
22103,23996,1,Field interview card completed,NULL,NULL
22104,23997,1,Field interview card completed,NULL,NULL
22105,23997,1,Warning (verbal or written),54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
22106,23998,1,Warning (verbal or written),54099,4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099
22107,23999,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
22108,24000,1,Warning (verbal or written),54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22109,24001,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
22110,24002,1,Warning (verbal or written),54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
22111,24003,1,Warning (verbal or written),54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
22112,24003,2,Warning (verbal or written),54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
22113,24004,1,Citation for infraction,54107,12500(A) VC - DRIVE W/O LICENSE (M) 54107
22114,23792,1,Warning (verbal or written),54107,12500(A) VC - DRIVE W/O LICENSE (M) 54107
22115,23759,1,In-field cite and release,35438,11362.4(A) HS - SMOKE/ING MARIJ PUBLIC PL (I) 35438
22116,23792,2,Warning (verbal or written),42103,23222(B) VC - POSS MARIJUANA WHILE DRIV (I) 42103
22117,23836,1,In-field cite and release,32102,602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102
22118,23913,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
22119,24006,1,Citation for infraction,35423,11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423
22120,23725,1,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
22121,23836,1,In-field cite and release,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
22122,23759,2,In-field cite and release,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
22123,23914,1,Citation for infraction,54398,21950(A) VC - FAIL YIELD TO PED:XWALKS (I) 54398
22124,24007,1,Warning (verbal or written),54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22125,23726,1,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
22126,23836,2,In-field cite and release,35423,11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423
22127,23759,2,In-field cite and release,35438,11362.4(A) HS - SMOKE/ING MARIJ PUBLIC PL (I) 35438
22128,23915,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
22129,24007,1,Field interview card completed,NULL,NULL
22130,23727,1,Field interview card completed,NULL,NULL
22131,23836,2,In-field cite and release,32102,602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102
22132,23760,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
22133,23916,1,Citation for infraction,54159,21456(B) VC - PED AGAINST NO WALK SIGN (I) 54159
22134,24008,1,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
22135,23727,2,Field interview card completed,NULL,NULL
22136,23836,2,In-field cite and release,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
22137,23761,1,Warning (verbal or written),54518,24603(E) VC - STOPLAMPS VIOL:N/VISIBLE (I) 54518
22138,23917,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
22139,24009,1,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
22140,23728,1,Citation for infraction,54571,26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571
22141,23837,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
22142,23762,1,Warning (verbal or written),32022,602 PC - TRESPASSING (M) 32022
22143,23918,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
22144,24009,2,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
22145,23728,1,Field interview card completed,NULL,NULL
22146,23838,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
22147,23763,1,Citation for infraction,54153,21453(D) VC - PED AGAINST RED LIGHT/ETC (I) 54153
22148,23919,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
22149,24010,1,No Action,NULL,NULL
22150,23729,1,Warning (verbal or written),54556,38314 VC - UNSAFE TURNING MOVEMENT (I) 54556
22151,23839,1,Warning (verbal or written),32022,602 PC - TRESPASSING (M) 32022
22152,23764,1,No Action,NULL,NULL
22153,23920,1,Warning (verbal or written),12004,211 PC - ROBBERY (F) 12004
22154,24011,1,Warning (verbal or written),54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
22155,23730,1,Custodial Arrest without warrant,35172,11377(A) HS - POSS CONTROLLED SUBSTANCE (F) 35172
22156,23840,1,Citation for infraction,54160,21655.5 VC - DISOBEY TRAFFIC LANE SIGN (I) 54160
22157,23765,1,No Action,NULL,NULL
22158,23920,1,Warning (verbal or written),54623,12110 VC - RECV COMP FOR TOW SRVS (M) 54623
22159,24011,1,Field interview card completed,NULL,NULL
22160,23765,2,In-field cite and release,32102,602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102
22161,23730,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
22162,24012,1,Warning (verbal or written),54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
22163,23765,3,In-field cite and release,32102,602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102
22164,23921,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22165,23841,1,Citation for infraction,54160,21655.5 VC - DISOBEY TRAFFIC LANE SIGN (I) 54160
22166,23766,1,Warning (verbal or written),54178,21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178
22167,24013,1,No Action,NULL,NULL
22168,23730,1,Custodial Arrest without warrant,48004,69 PC - OBSTRUCT/RESIST EXEC OFF (F) 48004
22169,23793,1,Warning (verbal or written),54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22170,23922,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22171,23767,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22172,23730,1,Custodial Arrest without warrant,48077,148.9(A) PC - FALSE ID TO SPECIFIC PO'S (M) 48077
22173,24014,1,Citation for infraction,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
22174,23842,1,In-field cite and release,32102,602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102
22175,23794,1,Warning (verbal or written),54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
22176,23923,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22177,23768,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
22178,23730,1,Custodial Arrest without warrant,35423,11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423
22179,24015,1,Citation for infraction,54014,24400 VC - HEADLAMP:OPR/AMT/SIZE:VIO (I) 54014
22180,23842,2,In-field cite and release,32102,602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102
22181,23795,1,No Action,NULL,NULL
22182,23924,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22183,23768,1,Citation for infraction,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
22184,23731,1,Warning (verbal or written),54185,22101(D) VC - FAIL TO OBEY TURN SIGNS (I) 54185
22185,24016,1,No Action,NULL,NULL
22186,23843,1,Custodial Arrest without warrant,52564,21310 PC - CARRY CON/DIRK OR DAGGER (F) 52564
22187,23796,1,Warning (verbal or written),42103,23222(B) VC - POSS MARIJUANA WHILE DRIV (I) 42103
22188,23925,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22189,23769,1,Field interview card completed,NULL,NULL
22190,23732,1,Warning (verbal or written),54178,21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178
22191,24016,2,Citation for infraction,54357,26101 VC - EQUIP MODIFY DEVICE VIOL (I) 54357
22192,23844,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
22193,23797,1,In-field cite and release,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
22194,23926,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22195,23770,1,Citation for infraction,54153,21453(D) VC - PED AGAINST RED LIGHT/ETC (I) 54153
22196,23733,1,Warning (verbal or written),54571,26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571
22197,24017,1,Psychiatric hold,NULL,NULL
22198,23845,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
22199,23798,1,No Action,NULL,NULL
22200,23927,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22201,23771,1,Warning (verbal or written),54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22202,23734,1,Warning (verbal or written),54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146
22203,24018,1,Warning (verbal or written),54571,26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571
22204,23799,1,No Action,NULL,NULL
22205,23846,1,Warning (verbal or written),54149,22108 VC - FAIL SIGNAL B/4 TURN VEH (I) 54149
22206,24019,1,Citation for infraction,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
22207,23800,1,No Action,NULL,NULL
22208,23928,1,Psychiatric hold,NULL,NULL
22209,23772,1,Warning (verbal or written),54109,24252(A) VC - FAIL MAINT VEH LITE EQUIP (I) 54109
22210,23734,1,Warning (verbal or written),54234,5201(A) VC - LICENS PLATE POSITION VIO (I) 54234
22211,23847,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
22212,23929,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22213,24020,1,Citation for infraction,41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
22214,23774,1,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
22215,23735,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
22216,23848,1,Citation for infraction,54170,23111 VC - THROW/ETC CIG/ETC:HWY/ETC (I) 54170
22217,23930,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22218,24020,2,Warning (verbal or written),41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
22219,23775,1,No Action,NULL,NULL
22220,23735,2,No Action,NULL,NULL
22221,23849,1,Citation for infraction,54614,26708(A)(2) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54614
22222,23931,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
22223,24021,1,Field interview card completed,NULL,NULL
22224,23776,1,Citation for infraction,54415,21201(B) VC - BIKE HANDLEBAR ABV SHLDS (I) 54415
22225,23736,1,No Action,NULL,NULL
22226,23849,1,Citation for infraction,54115,22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115
22227,23932,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22228,24021,2,Field interview card completed,NULL,NULL
22229,23776,1,Citation for infraction,54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
22230,23736,2,No Action,NULL,NULL
22231,23850,1,No Action,NULL,NULL
22232,23933,1,No Action,NULL,NULL
22233,24022,1,Field interview card completed,NULL,NULL
22234,23777,1,No Action,NULL,NULL
22235,23737,1,Citation for infraction,54445,21651(A) VC - DIV HWY:CROSS/U TURN VIOL (I) 54445
22236,23851,1,No Action,NULL,NULL
22237,23934,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22238,24023,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
22239,23777,2,No Action,NULL,NULL
22240,23738,1,Field interview card completed,NULL,NULL
22241,23852,1,Citation for infraction,54153,21453(D) VC - PED AGAINST RED LIGHT/ETC (I) 54153
22242,23935,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
22243,24023,1,In-field cite and release,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
22244,23778,1,Citation for infraction,54211,5202 VC - LICENSE PLATE DISPLAY VIO (I) 54211
22245,23738,2,Field interview card completed,NULL,NULL
22246,23853,1,Citation for infraction,54601,21801(B) VC - FAIL YIELD:TURNING VEHICL (I) 54601
22247,23936,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
22248,24024,1,Warning (verbal or written),35429,11357(A) HS - POSS MARIJUANA 28.5- GRMS (I) 35429
22249,23778,1,Citation for infraction,54107,12500(A) VC - DRIVE W/O LICENSE (M) 54107
22250,23738,3,Field interview card completed,NULL,NULL
22251,23854,1,Citation for infraction,54150,14603 VC - OPR VEH:VIOL LIC RESTRCTN (I) 54150
22252,23937,1,In-field cite and release,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
22253,24025,1,Citation for infraction,54405,21800(A) VC - FAIL YIELD INTERSECT:HWY (I) 54405
22254,23778,2,No Action,NULL,NULL
22255,23778,3,No Action,NULL,NULL
